Generator,Label,Image_Path,Caption_ID,Full_Text,Min_Prob,Avg_Prob,Word_Prob_Details
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00006400.JPEG,6,ang a big cat standing on top of a tree next to a forest,0.0207,0.4328,a(0.04) | ##ng(0.02) | a(0.14) | big(0.08) | cat(0.59) | standing(0.04) | on(0.52) | top(0.33) | of(1.00) | a(1.00) | tree(0.14) | next(0.04) | to(1.00) | a(0.85) | forest(0.13) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00006400.JPEG,7,"they are also predators and are dangerous for people, but this is a lion's feline",0.012,0.2905,"they(0.03) | are(0.75) | also(0.02) | predators(0.01) | and(0.11) | are(0.13) | dangerous(0.02) | for(0.07) | people(0.01) | ,(0.10) | but(0.47) | this(0.10) | is(0.44) | a(0.45) | lion(0.07) | '(0.02) | s(1.00) | fe(0.01) | ##line(1.00) | [SEP](0.98)"
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00006400.JPEG,8,##rafied up shot of a cougar with his mouth open with mouth wide open,0.0207,0.4666,##raf(0.02) | ##ied(0.03) | up(0.04) | shot(0.02) | of(1.00) | a(0.80) | co(0.26) | ##uga(1.00) | ##r(0.38) | with(0.19) | his(0.09) | mouth(0.91) | open(0.80) | with(0.04) | mouth(0.03) | wide(0.92) | open(1.00) | [SEP](0.88)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00006400.JPEG,9,##tth a brown cat has its mouth open with it's mouth wide open,0.0194,0.5297,##tt(0.02) | ##h(0.48) | a(0.37) | brown(0.04) | cat(0.30) | has(0.04) | its(0.50) | mouth(0.94) | open(0.89) | with(0.10) | it(0.19) | '(1.00) | s(1.00) | mouth(0.47) | wide(0.88) | open(0.84) | [SEP](0.95)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00006400.JPEG,10,hissing snarl of a mountain lion on rocks with trees behind it,0.0083,0.3542,hissing(0.02) | snarl(0.01) | of(0.46) | a(0.73) | mountain(0.31) | lion(1.00) | on(0.12) | rocks(0.09) | with(0.17) | trees(0.25) | behind(0.05) | it(0.40) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00026954.JPEG,1,clock on top of yellow and black sea slug sitting on top of sand,0.0206,0.4272,clock(0.02) | on(0.10) | top(0.11) | of(1.00) | yellow(0.03) | and(0.34) | black(0.32) | sea(0.36) | slug(0.86) | sitting(0.04) | on(0.84) | top(0.08) | of(1.00) | sand(0.31) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00026954.JPEG,2,"bright orange sea slug with yellow striped tube, sitting on beach, next to sandy water",0.0094,0.2774,"bright(0.02) | orange(0.34) | sea(0.11) | slug(0.92) | with(0.35) | yellow(0.07) | striped(0.04) | tube(0.02) | ,(0.03) | sitting(0.10) | on(0.84) | beach(0.01) | ,(0.02) | next(0.11) | to(1.00) | sandy(0.03) | water(0.01) | [SEP](0.96)"
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00026954.JPEG,3,dimly lit brown and white sea slugs and a black shell,0.0194,0.3322,dimly(0.02) | lit(0.50) | brown(0.04) | and(0.59) | white(0.62) | sea(0.41) | slug(0.93) | ##s(0.07) | and(0.03) | a(0.39) | black(0.04) | shell(0.05) | [SEP](0.61)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00026954.JPEG,4,"the brown, white and black substance of a sea slug with brown stripes",0.0099,0.3586,"the(0.03) | brown(0.05) | ,(0.02) | white(0.39) | and(0.81) | black(0.52) | substance(0.01) | of(0.23) | a(0.73) | sea(0.60) | slug(0.83) | with(0.06) | brown(0.04) | stripes(0.36) | [SEP](0.69)"
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00026954.JPEG,5,##ooooooooooooooooooooooooooooooo this is a very ugly sea slug that looks like a tree branch,0.0092,0.6081,##oo(0.02) | ##oo(0.85) | ##oo(0.89) | ##oo(0.91) | ##oo(0.93) | ##oo(0.92) | ##oo(0.89) | ##oo(0.85) | ##oo(0.83) | ##oo(0.82) | ##oo(0.83) | ##oo(0.81) | ##oo(0.77) | ##oo(0.78) | ##oo(0.76) | ##o(0.10) | this(0.17) | is(0.79) | a(0.69) | very(0.14) | ugly(0.01) | sea(0.32) | slug(0.90) | that(0.10) | looks(0.31) | like(1.00) | a(0.71) | tree(0.25) | branch(0.14) | [SEP](0.75)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00026954.JPEG,6,this is a close up of a yellow and white sea slug,0.0307,0.5855,this(0.03) | is(0.97) | a(0.83) | close(0.23) | up(0.75) | of(0.56) | a(0.93) | yellow(0.16) | and(0.74) | white(0.43) | sea(0.47) | slug(0.89) | [SEP](0.61)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00026954.JPEG,7,##raffience picture of a close up of a sea slugs head on a coral reef,0.0219,0.4172,##raf(0.02) | ##fi(0.04) | ##ence(0.02) | picture(0.02) | of(0.91) | a(0.81) | close(0.04) | up(0.62) | of(0.77) | a(0.92) | sea(0.40) | slug(0.81) | ##s(0.03) | head(0.16) | on(0.22) | a(0.54) | coral(0.27) | reef(0.32) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00026954.JPEG,8,another small underwater slug is sitting on the sand,0.0087,0.2386,another(0.02) | small(0.03) | underwater(0.01) | slug(0.02) | is(0.13) | sitting(0.11) | on(0.78) | the(0.52) | sand(0.41) | [SEP](0.37)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00026954.JPEG,9,"turtlemoon on sand in ocean surrounded by green, orange and black nuggets",0.0076,0.232,"turtle(0.02) | ##mo(0.01) | ##on(0.20) | on(0.27) | sand(0.06) | in(0.07) | ocean(0.14) | surrounded(0.02) | by(1.00) | green(0.05) | ,(0.02) | orange(0.08) | and(0.73) | black(0.17) | nu(0.01) | ##gg(0.20) | ##ets(0.14) | [SEP](1.00)"
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00026954.JPEG,10,orange and white sea slug on sandy coral with striped shell,0.0216,0.4295,orange(0.02) | and(0.78) | white(0.62) | sea(0.43) | slug(0.94) | on(0.23) | sandy(0.14) | coral(0.09) | with(0.65) | striped(0.03) | shell(0.27) | [SEP](0.95)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00045036.JPEG,1,yellow and green anemone on a rocky beach near water,0.0207,0.4254,yellow(0.02) | and(0.45) | green(0.82) | an(0.49) | ##emon(1.00) | ##e(0.56) | on(0.23) | a(0.30) | rocky(0.13) | beach(0.28) | near(0.15) | water(0.09) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00045036.JPEG,2,tentacles and algaes on a rock on a beach with rocks,0.0252,0.3078,tentacles(0.03) | and(0.20) | algae(0.05) | ##s(0.35) | on(0.36) | a(0.37) | rock(0.70) | on(0.05) | a(0.35) | beach(0.41) | with(0.13) | rocks(0.29) | [SEP](0.70)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00045036.JPEG,3,curled green and pink sea anemons sit on rocks at the bottom of a reef,0.0193,0.4561,curled(0.02) | green(0.46) | and(0.21) | pink(0.55) | sea(0.42) | an(1.00) | ##emon(1.00) | ##s(0.19) | sit(0.03) | on(0.64) | rocks(0.20) | at(0.07) | the(0.66) | bottom(0.17) | of(1.00) | a(0.54) | reef(0.06) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00045036.JPEG,4,curled green and purple anemone sitting on rock formation next to another anemone,0.0193,0.4346,curled(0.02) | green(0.46) | and(0.21) | purple(0.12) | an(0.38) | ##emon(1.00) | ##e(0.51) | sitting(0.09) | on(0.83) | rock(0.10) | formation(0.04) | next(0.02) | to(1.00) | another(0.03) | an(0.09) | ##emon(1.00) | ##e(0.93) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00045036.JPEG,5,"brightly colored sea anemones are perched on rocks, with large moss",0.0084,0.3444,"brightly(0.03) | colored(0.65) | sea(0.46) | an(1.00) | ##emon(1.00) | ##es(0.12) | are(0.19) | perched(0.01) | on(0.88) | rocks(0.24) | ,(0.04) | with(0.13) | large(0.02) | moss(0.02) | [SEP](0.40)"
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00045036.JPEG,6,underside view of an anemona in the sea,0.0181,0.3405,underside(0.02) | view(0.35) | of(1.00) | an(0.44) | an(0.34) | ##emon(1.00) | ##a(0.14) | in(0.06) | the(0.31) | sea(0.07) | [SEP](0.02)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00045036.JPEG,7,"grassy, green and pink anemons are shown on rocks on the water",0.0197,0.3455,"grassy(0.02) | ,(0.12) | green(0.53) | and(0.17) | pink(0.44) | an(0.40) | ##emon(1.00) | ##s(0.12) | are(0.17) | shown(0.03) | on(0.41) | rocks(0.20) | on(0.06) | the(0.66) | water(0.21) | [SEP](1.00)"
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00045036.JPEG,8,among some rocks and algae is an anemonic on the shore,0.0219,0.3435,among(0.02) | some(0.03) | rocks(0.24) | and(0.46) | algae(0.15) | is(0.07) | an(0.40) | an(0.61) | ##emon(1.00) | ##ic(0.07) | on(0.09) | the(0.56) | shore(0.11) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00045036.JPEG,9,fishes with anemons growing out of rocks at the ocean's edge,0.0192,0.4209,fishes(0.02) | with(0.02) | an(0.14) | ##emon(1.00) | ##s(0.13) | growing(0.02) | out(0.25) | of(1.00) | rocks(0.16) | at(0.08) | the(0.73) | ocean(0.11) | '(0.19) | s(1.00) | edge(0.89) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00045036.JPEG,10,several bright green fish in a rock pool with anemonia in the background,0.0111,0.3448,several(0.02) | bright(0.01) | green(0.97) | fish(0.03) | in(0.16) | a(0.34) | rock(0.20) | pool(0.50) | with(0.34) | an(0.06) | ##emon(0.70) | ##ia(0.18) | in(0.06) | the(0.56) | background(0.38) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00015016.JPEG,1,cement and a plastic toilet seat with a wooden top and wooden handle sitting on the sidewalk,0.0162,0.2598,cement(0.03) | and(0.09) | a(0.03) | plastic(0.02) | toilet(0.02) | seat(0.21) | with(0.18) | a(0.85) | wooden(0.52) | top(0.02) | and(0.15) | wooden(0.09) | handle(0.31) | sitting(0.02) | on(0.59) | the(0.33) | sidewalk(0.28) | [SEP](0.94)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00015016.JPEG,2,debris on the concrete edge of the curb by a fire hydrant,0.0163,0.4572,debris(0.02) | on(0.21) | the(0.70) | concrete(0.06) | edge(0.02) | of(1.00) | the(0.22) | curb(0.10) | by(0.03) | a(0.60) | fire(0.45) | hydra(1.00) | ##nt(1.00) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00015016.JPEG,3,these are poles sticking out of the ground near a building,0.0065,0.4228,these(0.02) | are(0.61) | poles(0.01) | sticking(0.17) | out(0.74) | of(0.89) | the(0.53) | ground(0.26) | near(0.13) | a(0.66) | building(0.05) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00015016.JPEG,4,this is a picture of a pole stuck in a corner,0.0251,0.4437,this(0.03) | is(0.95) | a(0.66) | picture(0.29) | of(1.00) | a(0.77) | pole(0.05) | stuck(0.05) | in(0.70) | a(0.41) | corner(0.11) | [SEP](0.30)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00015016.JPEG,5,##ood the fire hydrant is next to the wall with a wooden pole,0.0217,0.442,##ood(0.02) | the(0.15) | fire(0.18) | hydra(1.00) | ##nt(1.00) | is(0.73) | next(0.09) | to(1.00) | the(0.55) | wall(0.04) | with(0.12) | a(0.33) | wooden(0.32) | pole(0.26) | [SEP](0.83)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00015016.JPEG,6,hardwood post used for parking on side of sidewalk with trash strewn out,0.009,0.2049,hardwood(0.02) | post(0.11) | used(0.01) | for(0.24) | parking(0.07) | on(0.06) | side(0.06) | of(0.85) | sidewalk(0.38) | with(0.28) | trash(0.01) | strewn(0.02) | out(0.04) | [SEP](0.73)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00015016.JPEG,7,cracks and scratches at the base of a concrete wall,0.0127,0.3039,cracks(0.02) | and(0.25) | scratches(0.01) | at(0.01) | the(0.55) | base(0.17) | of(1.00) | a(0.70) | concrete(0.25) | wall(0.19) | [SEP](0.19)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00015016.JPEG,8,this is an image of a fire hydrant with a wooden pole on it,0.0251,0.5537,this(0.03) | is(0.95) | an(0.34) | image(0.56) | of(1.00) | a(0.85) | fire(0.37) | hydra(1.00) | ##nt(1.00) | with(0.11) | a(0.70) | wooden(0.36) | pole(0.28) | on(0.12) | it(0.26) | [SEP](0.95)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00015016.JPEG,9,mortar filled cement with wood handle in between sidewalk and steps,0.0143,0.2161,mortar(0.02) | filled(0.10) | cement(0.05) | with(0.10) | wood(0.03) | handle(0.18) | in(0.07) | between(0.02) | sidewalk(0.07) | and(0.93) | steps(0.01) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00015016.JPEG,10,graveled ground with a wooden fire hydrant sticking out,0.0204,0.365,gravel(0.02) | ##ed(0.22) | ground(0.07) | with(0.43) | a(0.38) | wooden(0.14) | fire(0.03) | hydra(1.00) | ##nt(1.00) | sticking(0.05) | out(0.93) | [SEP](0.12)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00031862.JPEG,1,a view of a workben with a bunch of tools hanging on a blue pegboard,0.0246,0.4671,a(0.06) | view(0.02) | of(1.00) | a(0.72) | work(0.32) | ##ben(0.70) | with(0.15) | a(0.23) | bunch(0.15) | of(1.00) | tools(0.61) | hanging(0.25) | on(0.76) | a(0.29) | blue(0.03) | peg(0.25) | ##board(0.87) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00031862.JPEG,2,shelving of various tools with shelves of different sizes on it,0.0218,0.3189,she(0.02) | ##lving(1.00) | of(0.07) | various(0.27) | tools(0.67) | with(0.05) | shelves(0.06) | of(0.09) | different(0.20) | sizes(0.42) | on(0.09) | it(0.22) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00031862.JPEG,3,row of different types of tools on the red and blue pegboard,0.022,0.4374,row(0.02) | of(1.00) | different(0.10) | types(0.16) | of(1.00) | tools(0.65) | on(0.30) | the(0.08) | red(0.02) | and(0.03) | blue(0.48) | peg(0.62) | ##board(0.77) | [SEP](0.88)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00031862.JPEG,4,"hanging shelving and tools on pegboard, on a workbench",0.0095,0.3685,"hanging(0.02) | she(0.01) | ##lving(1.00) | and(0.02) | tools(0.45) | on(0.46) | peg(0.24) | ##board(0.59) | ,(0.03) | on(0.05) | a(0.14) | work(0.07) | ##ben(0.73) | ##ch(1.00) | [SEP](0.72)"
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00031862.JPEG,5,these are tools attached to the pegboard in the workshop,0.0109,0.4043,these(0.02) | are(0.77) | tools(0.09) | attached(0.01) | to(0.92) | the(0.43) | peg(0.25) | ##board(0.63) | in(0.22) | the(0.39) | workshop(0.21) | [SEP](0.91)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00031862.JPEG,6,there is a long shelf with many tools on it,0.0372,0.474,there(0.05) | is(0.44) | a(1.00) | long(0.04) | shelf(0.47) | with(0.45) | many(0.34) | tools(0.37) | on(0.49) | it(1.00) | [SEP](0.56)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00031862.JPEG,7,knives on a display shelf in a garage with pegboards and pegboard,0.018,0.3387,knives(0.02) | on(0.13) | a(0.62) | display(0.02) | shelf(0.35) | in(0.31) | a(0.91) | garage(0.08) | with(0.57) | peg(0.22) | ##boards(0.37) | and(0.37) | peg(0.26) | ##board(0.20) | [SEP](0.64)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00031862.JPEG,8,shelf full of tools on wall with pegboard in background,0.0228,0.3505,shelf(0.02) | full(0.08) | of(1.00) | tools(0.41) | on(0.16) | wall(0.16) | with(0.32) | peg(0.39) | ##board(0.44) | in(0.20) | background(0.05) | [SEP](0.97)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00031862.JPEG,9,an image of a number of different tools and various other stuff on a display,0.0095,0.4263,an(0.02) | image(0.87) | of(1.00) | a(0.76) | number(0.01) | of(1.00) | different(0.20) | tools(0.68) | and(0.04) | various(0.02) | other(0.08) | stuff(0.01) | on(0.52) | a(0.83) | display(0.02) | [SEP](0.77)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00031862.JPEG,10,this is a view of some tool pegs and a shelf with some tools on it,0.0296,0.4294,this(0.03) | is(0.98) | a(0.90) | view(0.06) | of(1.00) | some(0.03) | tool(0.03) | peg(0.09) | ##s(0.86) | and(0.29) | a(0.27) | shelf(0.30) | with(0.26) | some(0.06) | tools(0.34) | on(0.23) | it(1.00) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00041700.JPEG,1,shaggy looking dog laying on ground next to tile on a patio,0.0196,0.3082,shaggy(0.02) | looking(0.04) | dog(0.24) | laying(0.41) | on(0.80) | ground(0.03) | next(0.22) | to(1.00) | tile(0.02) | on(0.04) | a(0.07) | patio(0.11) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00041700.JPEG,2,utterful black and tan puppy lying on tiled floor on a brick path,0.0141,0.3521,utter(0.02) | ##ful(0.05) | black(0.23) | and(0.60) | tan(0.67) | puppy(0.64) | lying(0.15) | on(0.82) | tiled(0.04) | floor(0.86) | on(0.01) | a(0.05) | brick(0.13) | path(0.02) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00041700.JPEG,3,##rafied puppy sitting on the brick floor looking up into the camera,0.0172,0.4465,##raf(0.02) | ##ied(0.02) | puppy(0.52) | sitting(0.05) | on(0.92) | the(0.27) | brick(0.05) | floor(0.77) | looking(0.47) | up(0.27) | into(0.03) | the(1.00) | camera(0.94) | [SEP](0.92)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00041700.JPEG,4,wrinkled up black and tan puppy with blue eyes is looking down,0.0191,0.3982,wrinkled(0.02) | up(0.23) | black(0.35) | and(0.52) | tan(0.64) | puppy(0.64) | with(0.11) | blue(0.62) | eyes(1.00) | is(0.03) | looking(0.13) | down(0.10) | [SEP](0.79)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00041700.JPEG,5,smiling brown black and white puppy laying on floor on a red tiled floor,0.019,0.3391,smiling(0.02) | brown(0.03) | black(0.14) | and(0.59) | white(0.06) | puppy(0.62) | laying(0.41) | on(0.82) | floor(0.06) | on(0.03) | a(0.07) | red(0.30) | tiled(0.11) | floor(0.83) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00041700.JPEG,6,laying black dog on the floor staring in the camera,0.0126,0.3252,laying(0.02) | black(0.30) | dog(0.18) | on(0.31) | the(0.20) | floor(0.40) | staring(0.08) | in(0.01) | the(0.36) | camera(0.76) | [SEP](0.95)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00041700.JPEG,7,##oooooooooooo a little cute puppy by a brick floor,0.0077,0.4622,##oo(0.02) | ##oo(0.76) | ##oo(0.76) | ##oo(0.78) | ##oo(0.85) | ##oo(0.86) | a(0.01) | little(0.13) | cute(0.03) | puppy(0.47) | by(0.01) | a(0.26) | brick(0.43) | floor(0.57) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00041700.JPEG,8,they look like they are on the floor of the house but the little black puppy is lying,0.0233,0.292,they(0.03) | look(0.03) | like(0.63) | they(0.50) | are(0.63) | on(0.06) | the(0.54) | floor(0.41) | of(0.12) | the(0.40) | house(0.61) | but(0.02) | the(0.18) | little(0.02) | black(0.12) | puppy(0.26) | is(0.82) | lying(0.09) | [SEP](0.06)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00041700.JPEG,9,wrinkled black and brown puppy looking down on a red floor,0.0191,0.3268,wrinkled(0.02) | black(0.27) | and(0.52) | brown(0.35) | puppy(0.60) | looking(0.07) | down(0.10) | on(0.23) | a(0.29) | red(0.39) | floor(0.10) | [SEP](1.00)
stable_diffusion_v_1_4,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/0_real/ILSVRC2012_val_00041700.JPEG,10,artited black dog laying on red tiles and looking up,0.0205,0.2884,a(0.04) | ##rti(0.02) | ##ted(0.15) | black(0.40) | dog(0.15) | laying(0.36) | on(0.81) | red(0.09) | tiles(0.05) | and(0.05) | looking(0.70) | up(0.23) | [SEP](0.70)
stable_diffusion_v_1_4,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/1_fake/376_sdv4_00035.png,1,another monkey that is sitting in a tree with leaves,0.0202,0.4553,another(0.02) | monkey(0.34) | that(0.08) | is(0.84) | sitting(0.67) | in(0.60) | a(0.79) | tree(1.00) | with(0.32) | leaves(0.02) | [SEP](0.32)
stable_diffusion_v_1_4,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/stable_diffusion_v_1_4/1_fake/376_sdv4_00035.png,2,an image of a golden monkey that is sitting on the tree,0.0219,0.539,an(0.02) | image(0.60) | of(0.96) | a(0.96) | golden(0.06) | monkey(0.97) | that(0.03) | is(1.00) | sitting(0.77) | on(0.31) | the(0.06) | tree(0.48) | [SEP](0.78)
